CustomerID,Age,Gender,City,TenureMonths,TotalPurchases,AveragePurchaseValue,TotalSpend,MonthlySpend,SessionsPerMonth,AvgSessionDurationMinutes,PagesViewedPerSession,SupportTickets,DeviceUsed,HasPremiumMembership,LastInteractionDaysAgo,Churn
b7a8b540-6f85-476a-aeb1-414c2b184b45,36,Male,Port Mary,14,11,231.95,2884.56,206.04,17,27.4,12,3,Tablet,0,7,1
94b5f8b5-4fad-4ef6-b9ea-6aef050d58c8,37,Female,Archerfurt,27,54,167.52,7998.36,296.24,6,37.1,2,3,Tablet,0,143,1
39a12662-186f-463c-b16c-ac70c0f7a7b1,56,Female,Kevinberg,27,7,236.79,1480.34,54.83,23,7.9,19,5,Tablet,1,45,0
b42de558-a716-42d2-b3bd-c8ee506553d6,41,Female,Port Michael,31,21,257.36,5413.83,174.64,2,28.6,6,0,Tablet,1,48,0
8aa3b9d1-f620-47a9-bc15-1aa6efe19bbd,28,Male,Thomasbury,8,4,262.04,871.86,108.98,10,32.6,25,3,Desktop,0,78,0
bc2f608c-0ba2-480c-a2e1-e4df341ebbe4,23,Male,West Stacyshire,17,29,22.48,652.87,38.4,7,14.4,3,5,Mobile,0,4,0
1a333e96-a8f0-4cae-808f-f13e8e807a25,68,Female,New Jessicaview,10,7,116.97,864.88,86.49,10,35.1,22,4,Mobile,1,13,0
6879a08e-027a-454a-859a-022198a08aee,34,Female,Sanchezton,12,19,290.97,5635.64,469.64,14,52.6,7,1,Mobile,1,29,0
6deb5a8c-281a-4991-a9a7-b902ce196f0d,62,Female,Lake Samuel,5,7,294.34,2417.56,483.51,3,22.6,21,0,Mobile,1,90,0
af673f61-bb87-4594-8551-62b3527c609f,50,Female,Nixontown,34,58,59.22,3369.83,99.11,30,32.4,11,5,Desktop,1,53,0
ca8b345a-b5cb-49d8-9bef-e3c4b3f81c72,48,Female,East Connor,25,24,279.83,7192.91,287.72,1,17.8,1,5,Mobile,1,150,0
d1771e17-2fa2-4137-b33c-8566dd0cfbe6,38,Male,Port Julieberg,23,43,92.02,4022.56,174.89,21,10.4,25,1,Desktop,0,58,0
13079163-6f66-493d-8368-4e3913f929d8,27,Female,Alexanderborough,6,11,76.63,981.95,163.66,13,35.5,9,3,Desktop,0,108,0
8d6920fa-44e0-47ef-b60b-2284f0b0e8e2,53,Male,Josemouth,19,21,136.54,3261.97,171.68,14,3.7,11,0,Tablet,1,31,0
e73537b7-6e4e-49c5-a74f-0edaf6af6016,66,Female,East Cesar,18,26,141.56,3890.9,216.16,11,27.8,15,5,Mobile,1,10,0
04f73ab0-6189-442d-bcdf-a72d35bd5186,32,Female,Wareborough,22,43,58.33,2143.27,97.42,21,47.6,5,4,Desktop,1,22,0
58756497-fed9-4401-8a89-41b5afb133bd,38,Male,North Williamberg,16,8,166.34,1588.73,99.3,6,41.2,8,2,Mobile,1,44,0
4b314136-1a49-4ca3-8823-5b149d9eb54b,41,Female,Lake Lorraineport,26,8,173.85,1510.02,58.08,29,56.7,6,5,Desktop,1,148,0
90044f67-d27f-4569-8a04-529658b1a530,60,Male,Silvaland,34,23,143.72,3062.17,90.06,25,49.6,11,5,Desktop,0,51,0
7217c799-b89f-448f-bcea-05ec10a9cf56,53,Male,Port David,13,25,272.44,7509.08,577.62,17,9.1,17,1,Tablet,1,73,0
911ccbc9-f7ef-401e-8b27-75ad259eef10,56,Female,Wrightfort,25,1,229.19,237.08,9.48,25,8.7,23,4,Tablet,0,9,0
11622f6a-1e51-42ec-84ba-feee6876dfb3,67,Female,Barbaraport,22,15,47.85,678.09,30.82,13,33.7,5,2,Desktop,1,51,0
5acf48c6-4f8a-499e-a660-cfe2df9c0990,67,Female,South Robert,36,31,184.39,5443.44,151.21,13,42.8,18,1,Tablet,1,154,0
5f636297-90d7-4bf9-9cb6-9e7395f3748b,63,Male,South Matthewborough,8,15,292.59,3728.21,466.03,26,27.1,15,4,Mobile,0,88,0
2fb5aeec-f71b-40c2-8de7-b4c720b89f86,65,Female,Lake Christophertown,26,15,221.37,3807.18,146.43,15,59.1,1,5,Desktop,1,18,0
5d2ab530-5cfb-4773-987f-5ead79542f35,21,Male,South Bradley,2,1,269.57,313.04,156.52,22,24.1,17,3,Mobile,1,29,1
707f02de-8f1d-4a4b-9061-01e5d8475840,35,Female,Jonathanport,14,21,84.41,1609.14,114.94,10,32,15,5,Mobile,1,156,1
72e1d8e5-560c-4168-98bd-13866a463138,29,Female,North Audreychester,20,25,91.7,2018.89,100.94,8,22.3,7,1,Mobile,0,72,0
0826a99d-c209-4a2b-9ff7-a6a32db08774,41,Female,East Ritatown,17,27,277.23,7053.07,414.89,14,16.4,23,2,Tablet,0,167,0
128ddff4-7cb1-43bf-a939-6a26dbdaa432,48,Female,Smithville,10,4,250.5,851.15,85.11,4,22.2,5,4,Tablet,1,178,1
d36fe9a9-2fb8-495e-8364-772b1d5dfadc,48,Male,Angelabury,27,42,252.47,9838.94,364.41,18,14.2,4,0,Tablet,0,76,0
8d65968c-4d86-4275-8159-44e149f2434d,46,Female,Heatherside,34,1,93.61,102.03,3,2,47.8,3,1,Tablet,0,148,1
129ff1b5-1af2-4bc6-a44c-39196c6b8e43,61,Male,South William,30,50,87.37,4939.09,164.64,21,47.6,17,5,Desktop,1,120,0
88667ba7-c3ef-48f9-83a1-7ad4af6114b2,19,Female,Steeleburgh,10,10,98.8,984.65,98.47,1,26.3,4,2,Tablet,1,87,0
1ed44684-ccf4-4d27-9416-b5464899be3e,40,Female,South Charles,23,31,52.57,1735.34,75.45,15,31.6,20,0,Tablet,0,130,0
d8a2ffd2-a2a9-42a1-9d85-b64bef4ef8f0,53,Female,New Mitchell,13,12,147.5,1422.9,109.45,15,11.6,12,3,Desktop,0,68,0
9e38af98-88c0-457b-b3ef-ab395c260212,54,Female,West Amandaborough,9,18,72.38,1258.03,139.78,4,51.4,4,1,Mobile,0,140,1
255519be-4421-41a8-90d7-ace66e6fb59a,37,Male,Jonathantown,8,16,125.24,2158.45,269.81,5,51,25,2,Mobile,1,25,0
1ca97e72-226e-4941-8440-078b4f76b712,32,Male,West Amandaside,2,2,177.92,376.94,188.47,20,29.5,4,3,Tablet,1,159,1
d4a39c87-25a4-4c24-b329-edac7e398ac0,25,Male,Carmenview,14,7,114.58,826.86,59.06,14,26.3,15,1,Mobile,0,88,0
f3a65d91-e572-4d50-81b7-209e1cb042bc,18,Male,Port Kenneth,34,6,288.11,1434.28,42.18,17,19.5,14,2,Tablet,1,3,0
05707950-d632-4e33-b47d-293520a27157,52,Male,West Tashafurt,36,38,125.2,5589.36,155.26,29,35.2,10,1,Tablet,0,125,0
f88546c1-191b-409f-8794-6a9de8b933ac,21,Female,East Amanda,34,11,109.06,1264.26,37.18,25,10.6,24,3,Desktop,0,60,0
9ea1d6e7-6c5d-4752-a854-a683c0fbc305,54,Female,North Nicholas,8,4,231.98,976.99,122.12,2,35.5,11,5,Desktop,0,16,0
475530f9-0978-4d95-8400-d78562f31f48,19,Female,Mariafurt,12,8,281.47,2487.6,207.3,13,36.6,21,4,Mobile,0,180,0
33613004-6878-4473-91b4-5012a23886ca,57,Male,Barnettstad,16,18,42.15,802.45,50.15,9,10.9,24,0,Desktop,1,80,0
89a7226d-3279-437f-b0a6-64453a550175,39,Female,Lake Sierrafurt,7,12,47.08,668.6,95.51,11,23.4,9,5,Tablet,1,117,1
2964da43-73be-4910-9ecc-70c28cd2ff59,31,Male,Lake Anthony,3,6,104.33,530.15,176.72,14,6.4,17,5,Tablet,0,114,1
6812ce35-d7c6-4eb9-a494-35af2f6ea100,27,Female,Wilkinsland,28,38,267.82,10860.49,387.87,16,44.2,7,3,Tablet,0,75,0
f67badc8-da66-4c40-bddd-8aecaa92cdfa,58,Male,Huangmouth,13,26,163.68,3552.34,273.26,12,39.8,6,0,Mobile,0,74,0
ae9fe7ba-5d7b-479c-92c0-a01b6d2614ad,36,Male,New Coltonstad,13,12,133.45,1369.9,105.38,18,12.5,7,4,Tablet,1,29,0
25ccfb24-7769-4cc6-8e9f-0c1d0a8e3d1d,33,Female,Bradfordchester,32,50,133.58,5733,179.16,10,13.4,4,3,Mobile,1,149,1
69d1ba9f-53a6-4e9a-842f-aed594615ed0,41,Female,Port Christophermouth,24,24,224.33,4350.54,181.27,20,11.5,24,4,Mobile,0,48,0
77a9a29e-38f9-4263-a3bc-5db5df03c591,36,Female,New Heather,19,20,78.35,1532.47,80.66,15,7.9,3,2,Desktop,0,93,1
6659ebbe-fd3d-4749-ba71-88c4696ec159,51,Male,Williamsland,10,1,143.89,121.44,12.14,23,57.4,5,0,Desktop,1,20,0
2060f47a-c940-4b18-a8d6-c486efecfa64,59,Male,Larryberg,23,2,174.64,330.73,14.38,2,40.3,1,2,Mobile,1,13,0
e41d2999-84b1-47da-872c-9a0f7d17b54f,69,Male,Millerview,25,29,56.37,1737.87,69.51,13,57.5,17,2,Tablet,0,107,0
0eaec1ae-d0e8-4713-8eff-8598a2fd3588,28,Female,Harrisbury,20,39,103.63,4172.41,208.62,9,42.6,6,4,Mobile,0,48,0
913b6733-4a77-4fed-bf7b-0139ed9c53a8,60,Female,Robertchester,31,42,27.74,1028.53,33.18,10,8.6,17,5,Tablet,1,69,0
b5138cf4-2997-4928-87d5-30acba314747,18,Female,Ravenchester,8,11,241.89,2409.53,301.19,21,16.8,14,4,Desktop,1,129,0
d212b7c5-fc86-4469-b1a1-17ff2da22e50,61,Male,West Paul,18,12,104.68,1284.18,71.34,4,40.5,20,3,Desktop,1,154,0
dbb1f7fa-692c-4f07-aadf-c692d8dff2c9,60,Male,Matthewview,5,4,106.22,429.6,85.92,20,41.2,13,3,Mobile,0,44,0
186dfd4a-c087-41f0-afa5-0dd729ed11ca,48,Female,Nicholsmouth,4,3,163.02,576.23,144.06,10,31.6,8,0,Desktop,1,151,1
0066bca9-71c6-4150-bf04-58a0a456bca6,50,Female,Jodiview,4,4,97.95,406.37,101.59,29,29,20,2,Desktop,1,41,0
db914546-8230-40da-865b-880d8387d0d6,25,Male,Ronaldchester,9,7,194.54,1438.36,159.82,28,44,15,4,Mobile,1,124,1
4798d792-030b-44f3-92dd-ea70b25ff2ca,44,Male,East Marychester,15,30,193.45,4927.39,328.49,3,5.8,21,4,Tablet,1,116,1
3247b6df-f67c-42c7-9549-25ebf6324921,42,Female,North Maria,35,16,257.81,4481.68,128.05,28,59.7,22,1,Desktop,1,9,0
3796321c-8683-4b2b-946e-2f6457f9dac1,20,Male,Jonesshire,19,25,117.12,2435.77,128.2,27,41.5,6,5,Desktop,0,18,0
3e3344ef-a68c-491c-94b9-436b3ea05f30,67,Female,New Michaelmouth,31,5,192.1,827.25,26.69,5,12.6,16,2,Mobile,1,95,0
c331f959-fafa-4940-9bb3-39b19eeebfa6,61,Male,Maxshire,11,5,130.53,717.8,65.25,25,31.5,15,5,Mobile,0,26,0
16116844-cb7d-4898-9a9f-b42f748cbe7f,44,Female,Ryanhaven,9,2,124.9,270.43,30.05,17,2.7,15,5,Mobile,0,98,0
fae892ab-d96a-4dd1-808b-c13f904c68f3,38,Male,Port Annside,14,9,206.6,2109.39,150.67,15,19,6,1,Mobile,0,69,0
3d3f9e12-a17d-443e-a7ac-d2d58a504cdc,28,Female,Lake Michaelport,36,4,45.49,200.61,5.57,30,14.2,18,2,Desktop,0,149,1
9b77b5f3-0d86-4ea9-9618-50379e9c244b,22,Female,Port Emilyview,34,13,118.02,1654.96,48.68,6,21.8,8,1,Mobile,0,96,0
e5e86611-8231-45ec-a14d-68724d4ef772,52,Female,Gonzalezchester,13,6,141.2,924.59,71.12,7,20.2,10,1,Mobile,0,156,0
780c0e42-ee0b-42e2-9b9d-eaedaceafc80,40,Female,Codyfurt,5,10,247.77,2091.44,418.29,22,48.5,17,3,Tablet,0,155,1
f3b39eaf-b180-44ed-8929-6976ea436a6f,41,Male,West Peter,2,3,80.24,254.81,127.41,16,8.5,13,3,Tablet,0,100,1
07937d2d-0d04-4f73-8432-2310a916ce7d,42,Male,Franklinland,4,6,25.96,126.7,31.68,13,16.1,22,0,Mobile,0,11,0
ba201147-4163-4efe-91fa-9d8bcfa484e3,32,Male,Michaelhaven,24,12,120.1,1371.05,57.13,30,40.8,24,0,Mobile,0,140,0
c256a9ff-7b27-469c-b509-f0b0b7892f1a,25,Female,New Christinaburgh,22,27,299.7,8535.93,388,10,8.3,18,4,Desktop,1,22,0
478c9d17-1414-4d6d-95f0-04387d72f365,69,Female,Franktown,30,3,78.91,277.39,9.25,5,17.9,19,5,Tablet,1,36,0
f8ed04e8-b985-474a-8e0f-963e7deb7370,63,Female,Belltown,15,5,141.38,808.45,53.9,11,9.2,22,2,Mobile,1,68,0
f1c611e1-b3c4-4161-9932-2901c29bee49,50,Male,Dixonshire,6,9,149.5,1474.31,245.72,1,18.6,23,1,Desktop,0,167,1
bbb5e786-6f7f-4f61-9a08-c28713eda28b,70,Male,Ingramport,33,39,236.78,9270.4,280.92,7,26.7,19,5,Desktop,0,24,0
1c4a766d-bc76-4f4a-ad87-336686b45292,52,Male,New Mark,27,39,233.6,8820.79,326.7,3,41.3,24,3,Mobile,1,1,0
06b0a5cd-ddb9-4111-a6a2-40e8e85cf69a,19,Female,Johnnyville,34,60,28.17,1460.49,42.96,26,50.1,17,1,Tablet,0,34,0
173757fe-2ced-4d68-a152-01a64e9d7930,20,Male,South Samanthachester,21,29,273.47,6492.29,309.16,17,31.3,24,2,Tablet,0,108,0
7bf0c9a1-6770-4505-ba3f-766a401c71fb,19,Male,Frederickbury,35,31,179.73,4518.22,129.09,3,31.2,9,0,Tablet,0,2,0
6034d1f8-1c6f-4ada-af20-0b2e37af663e,69,Male,Guerraberg,32,40,203.95,8846.66,276.46,27,28.2,18,4,Desktop,1,33,0
3ecac8c6-ae2b-45cf-8f85-efa2956f4238,22,Female,Matthewburgh,33,25,73.2,1836.77,55.66,26,13.7,2,0,Mobile,0,114,0
cad12f6f-077c-42ea-b4ef-2fa8268e5668,29,Male,Vaughnview,13,22,234.72,4657.28,358.25,2,21.4,16,4,Mobile,0,126,1
6fd41929-1fd7-43d6-995c-16d5b9a3c306,46,Female,West Dalton,4,6,203.21,1418.49,354.62,14,36.9,14,5,Mobile,1,8,0
acf6830f-7a6f-49df-8449-08a40cdddb11,63,Male,Lake Kelseyburgh,14,20,291.58,5678.52,405.61,28,27.2,12,0,Desktop,0,89,0
bdcb6fe4-1a47-48a5-a2fe-3917180a808f,48,Female,Lake Mariaport,33,13,84.17,1023.11,31,17,34.4,23,4,Mobile,0,87,0
bb2b31e2-ae5a-4984-913d-e27a7930d5aa,57,Male,Martinbury,18,18,168.29,3620.56,201.14,28,41.4,7,0,Mobile,1,157,0
fb9d2b32-2356-4530-a77e-4cc7fdbce582,30,Female,Garciafurt,13,1,162.42,185.94,14.3,30,29.6,6,4,Desktop,1,129,1
3356c019-a614-4457-bde9-63edd422b2c4,37,Male,Wrightberg,8,7,125.62,919.9,114.99,16,42.7,11,2,Desktop,1,90,0
881c7955-7cc9-4275-ab86-8fd08540a347,48,Male,Shortview,5,3,42.25,104.76,20.95,19,37.7,6,0,Desktop,0,118,1
240b6b84-2c50-4464-ab2e-dfd00b847208,33,Male,Kylechester,24,22,190.98,4191.58,174.65,25,49.9,13,0,Tablet,1,162,0
ed9321cb-e82e-45b6-8c69-10bcc2f63c14,65,Male,South Justintown,20,37,54.49,1847.13,92.36,15,13.8,21,1,Mobile,1,7,0
10b86f2f-3d67-4e2d-9a5c-75c0c5ee4850,23,Male,Lake Kennethfurt,32,58,54.18,2639.07,82.47,11,36.9,9,2,Tablet,0,1,0
ce4b9528-c23b-417d-a8dc-cf803ace5abd,39,Male,Riverafurt,4,3,238.38,852.06,213.01,15,25.2,18,3,Desktop,1,95,0
afd4c28b-d7e7-4721-8dfd-f40cd67bde00,68,Female,North Cindy,3,1,47.26,42.76,14.25,4,56,8,0,Desktop,1,39,0
4bc8d6fe-1f05-40af-92c8-e14e9338cbb6,65,Female,Port Brandonmouth,20,8,105.17,887.45,44.37,3,53.7,8,1,Tablet,0,70,0
557205e3-afa4-43fa-b1fb-02e71aa35ff7,36,Female,Andrealand,27,10,102.5,1056.96,39.15,20,24.3,11,1,Desktop,1,75,0
e87f7426-6035-408b-8369-d65b678036b1,28,Male,Lake Andrew,36,67,75.27,4294.38,119.29,6,54.7,5,2,Tablet,0,28,0
9889251b-7ca2-45c1-a606-f34815bd9571,45,Male,North Brendaview,2,1,296.84,264.72,132.36,14,57.9,13,5,Mobile,0,164,1
e150cf71-89df-4307-b1da-004cc403a123,37,Female,Castrobury,20,3,71.55,254.11,12.71,10,28.8,4,3,Tablet,0,31,1
895c0bbc-cd25-4e4d-b7f9-0382143af0f5,29,Female,Millerberg,33,15,263.96,4428,134.18,30,2.9,22,3,Mobile,1,104,1
e9b710f0-974d-42e1-85fb-cc4b38f50d31,29,Female,Lake Samuelshire,1,1,242.74,240.68,240.68,13,39.9,15,2,Tablet,0,158,0
fe10462c-503b-4237-aa07-1fb9282939ba,22,Male,Lake Scott,25,20,170.28,4069,162.76,24,19.6,13,1,Mobile,1,46,0
aa1a4d46-13d8-486d-9511-faedd369102e,70,Male,West Taylormouth,7,6,58.14,361.06,51.58,25,31.8,4,3,Mobile,1,178,1
e390d4a2-47a7-426f-b45c-55babd8704b1,45,Female,Port Latasha,28,10,254.02,2210.58,78.95,1,14.7,8,5,Tablet,0,169,1
ffb36bd7-7f1a-4e77-adb7-bc2abbfab7c2,19,Male,East Jamesport,25,16,279.08,5229.64,209.19,21,50.9,6,2,Mobile,1,147,0
a5ece487-890f-4d69-8b89-ae47554bc31e,51,Male,New Michaelmouth,31,20,25.12,505.52,16.31,25,28.3,18,3,Mobile,0,58,0
78d6983e-b274-419e-af47-79b7fd7ac0ee,55,Male,North Daniellemouth,11,19,246.41,4506.04,409.64,20,37.8,23,2,Mobile,0,163,0
c0a9df2e-1037-4d76-a980-263165c15d0c,19,Female,West Marie,32,51,294.34,16921.32,528.79,2,22.2,21,2,Tablet,1,63,0
f8935294-41c7-483d-9462-691af09a2765,32,Female,Port Kevin,16,6,275.4,1627.93,101.75,15,38.5,4,0,Mobile,0,38,0
04cd9c5e-b25f-4d4d-8da8-8313e92715b2,35,Female,Walshberg,11,7,214.92,1742.15,158.38,11,11.9,5,3,Mobile,0,180,1
c1e10616-6a80-443b-8003-c5efc8f8e357,69,Male,Robinsonburgh,7,1,169.43,161.69,23.1,4,36.4,3,0,Mobile,0,59,0
2c316345-d9ce-400e-af0b-dbf1970b5a53,54,Male,Davidbury,24,33,251.63,8905.75,371.07,8,7.9,12,3,Mobile,1,146,1
e01b13fc-a944-4239-aebd-48c49c21e8f3,23,Male,Port Chrisport,14,26,115.5,2862.54,204.47,26,25.2,15,1,Desktop,0,92,0
0569731c-a354-4dbc-82c1-49fc535a01c9,46,Female,South Larryberg,32,28,274.66,8462.97,264.47,2,18.8,2,3,Desktop,0,68,0
27e44750-28f2-4773-abb3-f7d0ea55dda5,23,Male,Garnermouth,9,4,120.23,540.07,60.01,7,12.4,17,3,Desktop,1,31,0
65c71337-34a1-4f39-9231-46257d3e5782,47,Female,Averyville,32,12,119.98,1253.71,39.18,7,41.6,23,5,Mobile,0,85,0
ba7d3ae4-1f4a-4640-b02f-633381bab646,67,Male,North Marcusville,18,1,119.22,113.74,6.32,26,37.1,10,0,Tablet,1,178,0
d7d20844-778b-4f44-8454-3009280e693b,55,Female,New Anthonyburgh,30,43,68.44,3208.92,106.96,6,48.6,14,3,Desktop,0,34,0
d6f1b1a6-b0c0-4fed-93ee-5dcfa238b5c5,56,Female,North James,22,37,121.61,5203.28,236.51,25,16.8,8,3,Mobile,1,131,0
a2fb3cf6-0e6f-4018-a2f0-527a9c280f4a,60,Male,New Jennifer,22,37,164.64,5132.69,233.3,24,26.8,15,2,Tablet,0,142,1
7622bcd5-e011-43a3-add6-049955e37b2d,36,Female,Adamsstad,16,32,228.88,6230.38,389.4,16,55.7,23,2,Tablet,0,69,0
c01a8855-8b3b-477b-9a90-73396d549d80,40,Female,Shirleyborough,18,3,72.14,246.38,13.69,29,3.1,3,3,Mobile,1,153,1
3444eb97-a315-4de0-b3c6-ed0259768405,23,Female,Davisside,5,6,160.71,776.65,155.33,8,18.4,17,3,Desktop,1,83,0
c5f782c0-3c62-4dd4-8261-8dd774891a73,68,Female,Lloydbury,21,37,212.28,8579.19,408.53,10,36.6,22,0,Tablet,0,121,1
8a8780c2-d7ed-4531-acc6-4495fe46a7d7,64,Male,Millerchester,3,6,198.9,1340.81,446.94,9,57,22,2,Tablet,1,151,1
86d581ed-c50b-4a87-aa8e-4d72d429d6e8,58,Female,South Nathanville,17,23,102.59,2316.67,136.27,7,19.5,8,4,Mobile,1,59,0
e9d3b188-b768-4d08-9e7a-a8d1b05e91f0,49,Female,New Travis,3,4,232.61,1104.96,368.32,18,22,4,4,Desktop,0,110,1
a088dc3c-447f-4250-862e-12633aeb40cd,36,Female,Danielside,26,12,188.33,2287.76,87.99,28,43.5,14,1,Mobile,1,150,0
75e0db3c-5cb9-417e-877c-1ec1e97ecd1b,46,Female,Port Brittanyview,2,3,131.41,449.51,224.75,6,40.5,14,5,Desktop,0,18,1
779cd588-f6e5-47a3-aa30-9b7562beb48b,39,Female,Nicolemouth,11,10,190.89,1735.32,157.76,12,27.8,5,0,Tablet,1,165,0
5c59f7c3-0aba-429d-8b41-85a83f5946ec,65,Male,West Laura,27,53,147.98,9323.15,345.3,2,4.5,23,5,Mobile,1,170,0
301a5fe9-ecfe-4386-a92a-28b0385e409b,66,Male,East Joe,25,10,210.93,2278.92,91.16,17,6.3,20,4,Tablet,1,144,1
f27b2cb8-6ec8-469b-acab-0f10ca6fb534,55,Female,Jessicabury,34,10,282.57,2421.17,71.21,21,49.4,15,5,Desktop,0,36,0
715b1928-b8bc-42e0-87d6-e89499632c56,68,Male,Gordonburgh,11,22,220,4436.58,403.33,13,2.7,17,2,Mobile,1,68,0
f515ff59-799f-4dc9-b1ba-69b22f50d15b,30,Female,North Erinfurt,35,69,169.31,10396.56,297.04,9,6,16,1,Tablet,1,114,0
48939798-8d76-436a-b33c-287cba0d51fb,42,Male,East Kristy,35,12,151.1,1602.85,45.8,24,40.5,3,1,Desktop,1,155,1
6803c541-b4f0-4550-af1f-e42f5d645188,57,Female,South Jessicaside,3,4,243.34,968.51,322.84,2,16,13,3,Tablet,0,53,0
8cba8c78-75e1-4844-932e-5f126b7e9fd2,33,Male,Lake William,24,14,107.4,1415.74,58.99,1,10.2,20,1,Mobile,1,125,1
c15b34f5-a12d-4eda-85c2-c2889371b21b,64,Female,Karenborough,19,4,270.27,1124.95,59.21,1,36,3,1,Tablet,0,155,0
4e1ec304-e297-4b7b-a691-f5368c8c9f0a,50,Female,Lake Laura,6,6,171.8,1055.32,175.89,19,55.7,25,2,Mobile,1,123,0
b978dcef-3b45-4cb2-9d14-1238bc571e66,32,Female,Lake Michellefurt,4,7,239.96,1916.87,479.22,23,26.3,9,1,Mobile,1,137,1
8ad97ae7-b8ad-4b5d-9e0e-b2d2be9aa6c2,38,Male,Lake Linda,13,5,165.63,669.49,51.5,9,4.1,9,5,Tablet,1,80,0
74352aa6-6f3c-4f22-ae68-ab0a5450f30c,58,Male,Jamesfurt,36,48,27.15,1463.31,40.65,27,36.2,7,5,Tablet,0,98,1
369382f4-ff84-428f-829b-34e35a2f3448,38,Female,Alexanderville,8,16,25.22,447.91,55.99,2,3.3,21,5,Mobile,1,30,0
a4ce79b2-c4ea-49eb-a9ef-2c90a49ae1a0,23,Male,South Jeffery,13,1,223.7,230.54,17.73,27,55,5,2,Tablet,1,171,0
192df451-19ea-4e5d-88df-9eb624b90082,57,Female,Evansville,5,5,229.41,1216.84,243.37,3,43.5,13,3,Tablet,0,12,1
8cd9cb8f-86e9-45ab-bc77-bfebb9161aa0,43,Male,Lake Melody,35,14,80.99,1178.82,33.68,4,5,23,3,Mobile,0,70,0
9304638a-ecc2-4c7b-91c5-7107912f12e9,21,Female,Jamesmouth,29,23,160.21,3681.58,126.95,6,14.7,10,1,Mobile,0,157,0
6a77d9d0-9920-40bf-b7e2-87582dcb2761,50,Female,North Pamela,12,6,199.37,996.32,83.03,23,21.5,3,0,Mobile,1,118,1
c5c51fc3-d7f2-4227-b478-c05b17f32c62,68,Male,Kleinhaven,34,48,98.03,5545.67,163.11,10,10.1,21,4,Desktop,1,157,0
e26ec7b7-7994-42a4-958d-21aec4f06e86,68,Female,South Victorport,24,21,157.16,2933.11,122.21,12,39.5,13,0,Mobile,1,102,0
40a01bd9-40ec-49ab-b3ef-974bbf8fc928,43,Male,New Rebecca,12,13,268.69,3004.92,250.41,23,41.7,20,2,Desktop,1,49,0
eb93e19f-fb00-4e83-8f3a-b2bfda368cad,66,Male,Gomezport,36,4,63.42,257.91,7.16,1,12.8,14,4,Mobile,0,81,0
4725c9ca-bfcf-4f70-9b56-1230f14136c6,46,Female,West Angelamouth,10,7,147.63,962.32,96.23,5,16.8,1,0,Mobile,0,140,0
3fbf22b5-c8c7-45dd-b096-5fab401e02b1,40,Female,Jenniferstad,24,34,276.57,9576.5,399.02,7,18,18,3,Mobile,0,123,0
f0c75fc4-6657-458d-8edb-fad139516802,49,Male,New Brandystad,3,6,81.58,565.26,188.42,11,46.6,25,3,Mobile,0,97,1
e3202de4-6b96-41fb-bf95-8b2eb890110c,70,Male,Lake Ryan,2,2,189.73,336.35,168.18,9,15,21,5,Tablet,0,157,1
4de693f6-92da-4029-b610-23e8e54296b1,43,Female,Kirkton,8,4,256.12,1212.29,151.54,10,29,20,5,Tablet,0,129,1
856ffcad-a524-447f-8ae9-d4560d5981d8,38,Female,Austinport,6,4,29.18,121.59,20.27,5,43.8,5,5,Tablet,0,123,0
033fd19d-8b41-43f5-b8e5-a9e7d24a8d5e,69,Male,South Justin,30,4,162.02,696.87,23.23,1,17.7,19,5,Tablet,1,89,0
4a4a61d6-96a1-4300-9938-d228942cb7d5,53,Male,Brandifurt,6,11,94.02,1192.92,198.82,26,10.9,3,1,Desktop,1,117,0
94b4d6aa-c924-4269-a271-e4125a1fbb69,61,Male,South Michelle,10,8,267.47,1944.93,194.49,20,40.8,13,2,Mobile,1,81,0
e3a93271-b2b9-4e80-b1f7-56afe9b5b132,60,Male,Harrellstad,21,41,28.66,1036.68,49.37,1,18.6,2,1,Mobile,1,178,0
78e945a5-3e16-41bf-8c11-b3872ebac2af,40,Female,Cruzton,27,12,142.32,1688.06,62.52,21,2,23,0,Mobile,1,50,0
975b0328-ed9f-4ff3-801f-8d0eaabe8f6b,52,Female,Lake Deborah,8,14,77.82,1023.23,127.9,30,14.5,15,4,Tablet,1,109,1
7a7a96f7-22b7-4269-ad5a-790c0ac18787,32,Male,Melissaland,9,11,154.92,1399.87,155.54,20,6,13,2,Tablet,0,114,0
80fb104b-5035-4285-88e0-274d6fa60bd2,57,Male,Isaacmouth,32,50,170.12,6829.18,213.41,15,37.3,3,3,Mobile,1,139,1
bd43a427-8d14-4847-aaea-79d327bd7b5c,24,Male,Thomasburgh,2,2,43.73,72.15,36.08,28,57.2,5,3,Desktop,1,116,0
1bfdc746-b85b-4d47-a992-ef8b35f14adc,30,Female,Kristaview,33,66,272.72,18611.51,563.99,4,37,10,2,Tablet,0,9,0
ee4d64f8-e40a-4e4b-aa0a-9ae0d4c84a80,48,Female,Loganland,31,61,66.13,4216.45,136.01,30,13.6,16,2,Tablet,1,104,0
76bd9a70-cffc-4124-bba5-ae87260b6639,53,Male,Wilsonborough,7,2,299.77,553.61,79.09,29,33.3,4,0,Desktop,1,142,0
1bc00dc5-0d17-495e-9db6-12494791cb60,36,Male,West Michelleborough,33,18,200.26,3058.71,92.69,5,51.3,25,5,Tablet,1,109,1
